can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,team_name
True,True,0.0,,155408,0,0,0,0,0,3,0.0,,0,Lewis,0.0,88,False,Suspended until 30 Aug,2025-07-21T10:00:04.780951Z,5.0,155408.jpg,2.3,False,Cook,0.0,False,,s,4,91,82,0,0,0,0,0.0,16.4,Cook,241.0,2016-07-08,1997-02-03,False,p155408,2976,1,4,5,44,0,0,0,8,1,0,3,500,607.0,727.1,114.0,144.9,0,32,0.94,3.76,4.70,45.25,85,34,30,28,210,121,75,53,2.0,,,,,,0.03,0.0,0.11,0.14,1.37,1.33,227,145,342,89,206,90,660,296,0.97,0.15,Bournemouth
True,True,,,168991,0,0,0,0,0,3,0.5,,0,Philip,0.0,89,False,,,5.0,168991.jpg,1.0,False,Billing,0.1,False,,a,4,91,10,0,0,0,0,0.0,2.0,Philip,58.0,2019-07-29,1996-06-11,False,p168991,176,0,0,0,4,0,0,0,1,0,0,0,52,54.0,102.4,47.0,20.4,0,1,0.55,0.97,1.52,3.35,329,154,235,137,268,143,305,147,,,,,,,0.28,0.0,0.5,0.78,1.71,2.05,232,149,347,93,367,169,498,172,0.51,0.0,Bournemouth
True,True,,,503139,0,0,0,0,0,3,0.5,,0,Alex,0.0,90,False,,,5.0,503139.jpg,1.3,False,Scott,0.1,False,,a,4,91,26,0,0,0,0,0.0,5.2,Scott,241.0,2023-08-10,2003-08-21,False,p503139,745,0,0,3,8,0,0,0,3,0,0,0,132,141.6,171.6,118.0,43.2,0,8,0.73,1.00,1.73,10.14,282,132,192,125,206,119,253,130,,,5.0,,,,0.09,0.0,0.12,0.21,1.22,0.97,322,202,437,146,324,154,513,183,0.97,0.36,Bournemouth
True,True,,,224995,0,0,0,0,0,3,0.5,,0,Luis,0.0,91,False,,,5.0,224995.jpg,1.9,False,Sinisterra Lucumí,0.2,False,,a,4,91,23,0,0,0,0,0.0,4.6,Sinisterra,48.0,2024-06-14,1999-06-17,False,p224995,229,1,1,0,4,0,0,0,0,0,0,2,90,112.0,115.3,195.0,42.3,0,1,1.18,1.29,2.47,4.08,297,144,224,135,157,103,255,131,,,,,,,0.46,0.0,0.51,0.97,1.6,1.57,270,169,385,113,259,117,400,127,0.39,0.0,Bournemouth
True,True,,,441240,0,0,0,0,0,3,0.0,,0,Romain,0.0,92,False,,,4.5,441240.jpg,0.0,False,Faivre,0.3,False,,a,4,91,0,0,0,0,0,0.0,0.0,Faivre,73.0,2023-07-13,1998-07-14,False,p441240,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,511,193,507,193,487,185,511,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,428,235,205,12,514,194,362,116,0.0,0.0,Bournemouth
True,True,,,424044,0,0,0,0,0,3,0.0,,0,Hamed,0.0,93,False,,,4.5,424044.jpg,0.0,False,Traorè,0.3,False,,a,4,91,0,0,0,0,0,0.0,0.0,H.Traorè,54.0,2023-07-01,2000-02-16,False,p424044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,505,189,501,189,481,181,505,189,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,421,231,198,8,508,190,329,108,0.0,0.0,Bournemouth
True,True,,,550596,0,0,0,0,0,3,0.0,,0,Dominic,0.0,94,False,,,4.5,550596.jpg,0.0,False,Sadi,0.1,False,,a,4,91,0,0,0,0,0,0.0,0.0,Sadi,,,,False,p550596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,561,228,557,228,540,221,561,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,502,276,279,53,563,229,574,226,0.0,0.0,Bournemouth
True,True,,,530121,0,0,0,0,0,3,0.0,,0,Zain,0.0,95,False,,,4.5,530121.jpg,1.0,False,Silcott-Duberry,0.4,False,,a,4,91,1,0,0,0,0,0.0,0.2,Silcott-Duberry,241.0,2025-01-17,2005-07-09,False,p530121,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,1.0,0.0,0.3,0,0,0.00,0.00,0.00,0.04,387,182,362,177,525,210,384,181,,,,,,,0.0,0.0,0.0,0.0,3.6,0.0,484,263,261,40,357,162,296,96,0.0,0.0,Bournemouth
True,True,,,606775,0,0,0,0,0,3,0.0,,0,Ben,0.0,96,False,,,4.5,606775.jpg,1.0,False,Winterburn,0.1,False,,a,4,91,4,0,0,0,0,0.0,0.9,Winterburn,241.0,2024-11-29,2004-09-04,False,p606775,22,0,0,0,0,0,0,0,0,0,0,0,14,2.4,0.2,2.0,0.4,0,0,0.00,0.00,0.00,0.16,382,180,375,183,341,174,382,179,,,,,,,0.0,0.0,0.0,0.0,0.65,0.0,537,296,314,73,365,167,552,208,0.0,0.0,Bournemouth
True,True,,,444102,0,0,0,0,0,4,1.3,,0,Francisco Evanilson,0.0,97,False,,,7.0,444102.jpg,4.1,False,de Lima Barbosa,2.4,False,,a,4,91,128,0,0,0,0,0.0,18.3,Evanilson,30.0,2024-08-16,1999-10-06,False,p444102,2317,10,5,11,30,0,0,1,1,1,0,20,487,456.0,331.9,966.0,174.8,0,28,12.47,1.74,14.21,26.78,137,16,107,10,13,8,56,11,,,,,2.0,,0.48,0.0,0.07,0.55,1.04,1.17,38,13,638,58,39,11,115,23,1.09,0.43,Bournemouth
True,True,0.0,,168636,0,0,0,0,0,4,0.0,,0,Enes,0.0,98,False,Knee injury - Unknown return date,2025-07-21T10:00:04.802496Z,5.5,168636.jpg,1.9,False,Ünal,0.0,False,,i,4,91,32,0,0,0,0,0.0,5.8,Enes Ünal,219.0,2024-07-01,1997-05-10,False,p168636,330,2,1,2,3,0,0,0,2,0,0,4,97,104.0,56.1,207.0,35.9,0,2,2.73,0.26,2.99,6.38,305,26,271,27,144,26,269,26,,,2.0,,,,0.74,0.0,0.07,0.81,1.74,0.82,129,28,479,32,263,26,661,70,0.55,0.55,Bournemouth
True,True,,,590760,0,0,0,0,0,4,0.0,,0,Daniel,0.0,99,False,,,4.5,590760.jpg,0.0,False,Adu-Adjei,0.4,False,,a,4,91,0,0,0,0,0,0.0,0.0,Adu-Adjei,241.0,2022-12-19,2005-06-21,False,p590760,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,582,51,578,51,562,51,582,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,528,67,305,18,583,51,276,48,0.0,0.0,Bournemouth
True,True,,,560262,0,0,0,0,0,4,0.0,,0,Eli Junior,0.0,100,False,,,4.5,560262.jpg,0.0,False,Kroupi,1.7,False,,a,4,91,0,0,0,0,0,0.0,0.0,Kroupi.Jr,73.0,2025-02-02,2006-06-23,False,p560262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,568,45,564,45,547,45,568,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,510,61,287,12,569,45,142,25,0.0,0.0,Bournemouth
True,True,,,200720,0,0,0,0,0,1,2.3,,0,Caoimhín,0.0,101,False,,,4.5,200720.jpg,4.5,False,Kelleher,32.1,False,,a,5,94,45,0,0,0,0,0.0,10.0,Kelleher,104.0,2025-06-03,1998-11-23,False,p200720,900,0,0,4,12,0,1,0,0,0,27,1,156,224.2,0.0,0.0,22.4,0,10,0.00,0.00,0.00,11.09,230,18,489,64,468,53,300,18,,,,,,,0.0,2.7,0.0,0.0,1.11,1.2,387,23,164,52,20,3,6,1,1.0,0.4,Brentford
True,True,,,235448,0,0,0,0,0,1,1.0,,0,Ellery,0.0,102,False,,,4.0,235448.jpg,0.0,False,Balcombe,0.3,False,,a,5,94,0,0,0,0,0,0.0,0.0,Balcombe,241.0,2016-11-02,1999-10-15,False,p235448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,416,46,406,37,374,22,416,46,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,581,53,35,20,419,46,326,45,0.0,0.0,Brentford
True,True,,,503300,0,0,0,0,0,1,1.0,,0,Matthew,0.0,103,False,,,4.0,503300.jpg,0.0,False,Cox,0.2,False,,a,5,94,0,0,0,0,0,0.0,0.0,Cox,241.0,2021-10-26,2003-05-02,False,p503300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,455,62,445,53,417,39,455,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,626,70,80,37,459,62,419,55,0.0,0.0,Brentford
True,True,,,535017,0,0,0,0,0,1,1.0,,0,Julian,0.0,104,False,,,4.0,535017.jpg,0.0,False,Eyestone,0.1,False,,a,5,94,0,0,0,0,0,0.0,0.0,Eyestone,,,,False,p535017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,462,63,453,54,427,41,462,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,637,72,91,39,465,63,476,65,0.0,0.0,Brentford
True,True,,,507433,0,0,0,0,0,1,1.0,,0,Hákon Rafn,0.0,105,False,,,4.0,507433.jpg,1.0,False,Valdimarsson,2.3,False,,a,5,94,2,0,0,0,0,0.0,0.5,Valdimarsson,99.0,2024-01-26,2001-10-13,False,p507433,144,0,0,0,2,0,0,0,0,0,3,0,14,21.4,0.1,0.0,2.1,0,1,0.00,0.00,0.00,1.49,352,28,376,17,418,40,366,28,,,,,,,0.0,1.88,0.0,0.0,0.93,1.25,627,71,81,38,342,30,123,20,0.62,0.0,Brentford
True,True,,,432830,0,0,0,0,0,2,2.6,,0,Nathan,0.0,106,False,,,5.0,432830.jpg,3.3,False,Collins,1.5,False,,a,5,94,127,0,0,0,0,0.0,25.4,Collins,104.0,2023-07-04,2001-04-30,False,p432830,3420,2,7,8,57,0,0,0,5,0,0,11,549,1023.2,160.5,311.0,149.6,0,38,2.44,1.57,4.01,56.31,6,1,199,53,96,8,72,8,,,,,,,0.06,0.0,0.04,0.1,1.48,1.5,286,50,401,181,109,25,151,53,1.0,0.21,Brentford
True,True,,,249231,0,0,0,0,0,2,2.6,,0,Keane,0.0,107,False,,,5.0,249231.jpg,2.5,False,Lewis-Potter,0.4,False,,a,5,94,94,0,0,0,0,0.0,18.8,Lewis-Potter,241.0,2022-07-12,2001-02-22,False,p249231,3092,1,5,8,49,0,0,0,7,0,0,0,460,542.0,462.2,391.0,139.9,0,36,2.96,4.94,7.90,50.62,108,37,76,13,81,4,82,10,,,4.0,,,,0.09,0.0,0.14,0.23,1.47,1.43,280,49,395,180,183,63,309,114,1.05,0.23,Brentford
True,True,,,191866,0,0,0,0,0,2,1.9,,0,Kristoffer,0.0,108,False,,,4.5,191866.jpg,1.6,False,Ajer,0.2,False,,a,5,94,39,0,0,0,0,0.0,8.7,Ajer,161.0,2021-07-21,1998-04-17,False,p191866,1433,0,0,3,25,0,0,0,5,0,0,0,120,199.0,128.1,158.0,48.5,0,17,0.97,0.48,1.45,21.70,252,94,214,61,178,45,239,74,,,,,,,0.06,0.0,0.03,0.09,1.36,1.57,382,83,159,103,290,103,420,169,1.07,0.19,Brentford
True,True,,,194010,0,0,0,0,0,2,1.9,,0,Rico,0.0,109,False,,,4.5,194010.jpg,0.8,False,Henry,0.2,False,,a,5,94,4,0,0,0,0,0.0,0.9,Henry,241.0,2016-08-31,1997-07-08,False,p194010,94,0,0,0,3,0,0,0,0,0,0,0,5,13.6,2.1,2.0,1.7,0,0,0.00,0.01,0.01,2.16,360,133,358,133,340,130,370,133,,,,,,,0.0,0.0,0.01,0.01,2.07,2.87,384,85,161,105,386,137,439,174,0.0,0.0,Brentford
True,True,,,607464,0,0,0,0,0,2,1.9,,0,Michael,0.0,110,False,,,4.5,607464.jpg,2.2,False,Kayode,0.3,False,,a,5,94,27,0,0,0,0,0.0,6.0,Kayode,106.0,2025-07-01,2004-07-10,False,p607464,523,0,1,2,5,0,0,0,2,0,0,0,115,105.2,105.2,30.0,24.2,0,6,0.19,0.70,0.89,6.66,303,110,234,75,288,103,293,104,,,,,,,0.03,0.0,0.12,0.15,1.15,0.86,538,140,315,160,218,77,346,129,1.03,0.34,Brentford
True,True,,,231065,0,0,0,0,0,2,1.9,,0,Ethan,0.0,111,False,,,4.5,231065.jpg,2.1,False,Pinnock,0.3,False,,a,5,94,47,0,0,0,0,0.0,10.4,Pinnock,107.0,2019-07-02,1993-05-29,False,p231065,1912,2,0,2,35,1,0,0,2,0,0,0,233,540.2,101.2,193.0,83.6,0,21,1.08,0.64,1.72,34.33,109,38,237,76,158,29,160,47,,,,,,,0.05,0.0,0.03,0.08,1.62,1.65,408,103,185,123,228,81,351,134,0.99,0.09,Brentford
True,True,,,226956,0,0,0,0,0,2,1.9,,0,Mads,0.0,112,False,,,4.5,226956.jpg,1.9,False,Roerslev Rasmussen,0.1,False,,a,5,94,36,0,0,0,0,0.0,8.0,Roerslev,58.0,2019-10-27,1999-06-24,False,p226956,1100,0,2,2,20,0,0,0,2,0,0,0,125,214.4,185.8,78.0,48.0,0,11,0.20,2.09,2.29,21.52,239,85,183,42,240,80,241,76,,,,,,,0.02,0.0,0.17,0.19,1.76,1.64,405,102,182,122,254,89,575,211,0.9,0.16,Brentford
True,True,,,444765,0,0,0,0,0,2,1.9,,0,Sepp,0.0,113,False,,,4.5,444765.jpg,2.0,False,van den Berg,0.4,False,,a,5,94,62,0,0,0,0,0.0,13.8,Van den Berg,152.0,2024-08-22,2001-12-20,False,p444765,2584,0,1,5,49,0,0,0,3,0,0,1,266,587.4,108.3,226.0,92.3,0,29,2.09,0.52,2.61,44.61,94,30,232,73,133,21,141,38,,,,,,,0.07,0.0,0.02,0.09,1.55,1.71,431,117,208,137,243,86,290,104,1.01,0.17,Brentford
True,True,,,622536,0,0,0,0,0,2,1.0,,0,Benjamin,0.0,114,False,,,4.0,622536.jpg,0.0,False,Arthur,0.4,False,,a,5,94,0,0,0,0,0,0.0,0.0,Arthur,241.0,2024-03-08,2005-10-09,False,p622536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,485,198,476,197,453,196,485,198,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,668,220,122,78,488,198,302,109,0.0,0.0,Brentford
True,True,,,612534,0,0,0,0,0,2,1.0,,0,Benjamin,0.0,115,False,,,4.0,612534.jpg,0.0,False,Fredrick,0.2,False,,a,5,94,0,0,0,0,0,0.0,0.0,Fredrick,,,,False,p612534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,484,197,475,196,452,195,484,197,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,667,219,121,77,487,197,383,153,0.0,0.0,Brentford
True,True,,,472713,0,0,0,0,0,2,1.0,,0,Aaron,0.0,116,False,,,4.0,472713.jpg,0.0,False,Hickey,0.9,False,,a,5,94,0,0,0,0,0,0.0,0.0,Hickey,243.0,2022-07-09,2002-06-10,False,p472713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,439,165,429,163,398,156,439,165,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,607,174,61,32,442,165,202,67,0.0,0.0,Brentford
True,True,,,570241,0,0,0,0,0,2,1.0,,0,Kim,0.0,117,False,,,4.0,570241.jpg,1.0,False,Ji-soo,0.3,False,,a,5,94,3,0,0,0,0,0.0,0.8,Ji-soo,114.0,2023-07-20,2004-12-24,False,p570241,28,0,0,0,0,0,0,0,0,0,0,0,8,5.0,0.8,0.0,0.6,0,0,0.00,0.00,0.00,0.32,373,138,363,136,440,185,379,138,,,,,,,0.0,0.0,0.0,0.0,1.03,0.0,651,205,105,63,347,127,377,149,0.0,0.0,Brentford
True,True,,,499717,0,0,0,0,0,2,1.0,,0,Jayden,0.0,118,False,,,4.0,499717.jpg,1.0,False,Meghoma,0.2,False,,a,5,94,1,0,0,0,0,0.0,0.2,Meghoma,241.0,2024-08-30,2006-06-28,False,p499717,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0.00,0.00,0.00,0.14,389,142,371,140,416,167,389,142,,,,,,,0.0,0.0,0.0,0.0,3.15,0.0,625,185,79,43,341,122,392,158,0.0,0.0,Brentford
True,True,,,513418,0,0,0,0,0,3,2.3,,0,Kevin,0.0,120,False,,,7.0,513418.jpg,3.9,False,Schade,2.1,False,,a,5,94,149,0,0,0,0,0.0,21.3,Schade,80.0,2023-07-01,2001-11-27,False,p513418,2281,11,4,10,34,0,0,0,3,0,0,12,498,630.8,312.7,892.0,183.3,0,26,8.45,1.75,10.20,30.66,70,27,116,83,19,10,50,36,,,,,,,0.33,0.0,0.07,0.4,1.21,1.34,42,29,642,285,55,27,130,40,1.03,0.39,Brentford
True,True,,,440089,0,0,0,0,0,3,2.1,,0,Mikkel,0.0,121,False,,,6.0,440089.jpg,3.4,False,Damsgaard,1.3,False,,a,5,94,131,0,0,0,0,0.0,21.8,Damsgaard,58.0,2022-08-10,2000-07-03,False,p440089,2911,2,10,11,41,0,0,0,2,0,0,10,611,714.8,1006.4,338.0,205.9,0,34,2.91,7.01,9.92,45.60,48,15,6,6,91,62,27,22,2.0,,3.0,,,,0.09,0.0,0.22,0.31,1.41,1.27,98,70,580,241,104,51,170,60,1.05,0.34,Brentford
True,True,,,543295,0,0,0,0,0,3,2.0,,0,Antoni,0.0,122,False,,,5.5,543295.jpg,0.0,False,Milambo,0.1,False,,a,5,94,0,0,0,0,0,0.0,0.0,Milambo,152.0,2025-07-03,2005-04-03,False,p543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,656,294,656,294,654,292,656,294,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,199,129,549,220,656,294,560,215,0.0,0.0,Brentford
True,True,,,244858,0,0,0,0,0,3,1.5,,0,Fábio,0.0,123,False,,,5.0,244858.jpg,1.8,False,Freitas Gouveia Carvalho,0.3,False,,a,5,94,35,0,0,0,0,0.0,7.0,Carvalho,173.0,2024-08-12,2002-08-30,False,p244858,443,2,1,0,14,0,0,0,1,0,0,1,127,142.2,71.5,154.0,36.3,0,3,2.49,0.54,3.03,11.46,281,131,258,145,182,109,267,135,,,,,,,0.51,0.0,0.11,0.62,2.33,2.84,277,174,392,118,272,124,321,106,0.61,0.0,Brentford
True,True,,,56979,0,0,0,0,0,3,1.5,,0,Jordan,0.0,124,False,,,5.0,56979.jpg,0.0,False,Henderson,0.5,False,,a,5,94,0,0,0,0,0,0.0,0.0,Henderson,241.0,2025-07-15,1990-06-17,False,p56979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,594,246,590,246,575,241,594,246,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,210,136,325,80,595,247,274,92,0.0,0.0,Brentford
True,True,,,204580,0,0,0,0,0,3,1.5,,0,Vitaly,0.0,125,False,,,5.0,204580.jpg,2.3,False,Janelt,0.2,False,,a,5,94,73,0,0,0,0,0.0,14.6,Janelt,80.0,2020-10-03,1998-05-10,False,p204580,2251,1,3,6,38,2,0,0,3,0,0,2,384,356.6,284.2,131.0,77.2,0,27,0.83,2.38,3.21,37.37,175,81,129,90,195,115,175,95,,,,,,,0.03,0.0,0.1,0.13,1.49,1.52,249,158,364,102,207,91,450,145,1.08,0.24,Brentford
True,True,,,207283,0,0,0,0,0,3,1.5,,0,Mathias,0.0,126,False,,,5.0,207283.jpg,1.6,False,Jensen,0.1,False,,a,5,94,38,0,0,0,0,0.0,7.6,Jensen,58.0,2019-07-10,1996-01-01,False,p207283,846,0,2,2,17,0,0,0,2,0,0,1,179,157.0,249.5,32.0,43.8,0,8,0.23,1.75,1.98,16.41,274,128,147,101,282,150,251,129,3.0,,,,,,0.02,0.0,0.19,0.21,1.75,1.81,253,161,368,105,293,135,503,176,0.85,0.21,Brentford
True,True,,,626464,0,0,0,0,0,3,1.5,,0,Gustavo,0.0,127,False,,,5.0,626464.jpg,1.0,False,Nunes Fernandes Gomes,0.1,False,,a,5,94,3,0,0,0,0,0.0,0.6,Nunes,30.0,2024-08-28,2005-11-20,False,p626464,11,0,0,0,2,0,0,0,0,0,0,0,11,10.0,0.3,2.0,1.2,0,0,0.00,0.00,0.00,0.35,363,170,374,182,342,175,376,177,,,,,,,0.0,0.0,0.0,0.0,2.86,16.36,344,221,459,165,374,175,586,235,0.0,0.0,Brentford
True,True,,,428580,0,0,0,0,0,3,1.5,,0,Frank,0.0,128,False,,,5.0,428580.jpg,1.0,False,Onyeka,0.1,False,,a,5,94,2,0,0,0,0,0.0,0.4,Onyeka,157.0,2021-07-20,1998-01-01,False,p428580,23,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,0,0,0.00,0.02,0.02,0.69,609,258,367,179,598,253,609,258,,,,,,,0.0,0.0,0.08,0.08,2.7,0.0,283,179,398,123,368,170,607,254,0.0,0.0,Brentford
True,True,,,508395,0,0,0,0,0,3,1.5,,0,Yehor,0.0,129,False,,,5.0,508395.jpg,1.4,False,Yarmoliuk,0.1,False,,a,5,94,43,0,0,0,0,0.0,8.6,Yarmoliuk,225.0,2022-10-28,2004-03-01,False,p508395,1435,0,0,3,25,0,0,0,6,0,0,0,255,259.6,196.1,89.0,54.4,0,15,0.62,0.91,1.53,26.43,218,105,176,119,232,129,231,124,,,,,,,0.04,0.0,0.06,0.1,1.66,1.57,323,203,438,147,320,151,576,227,0.94,0.19,Brentford
True,True,,,606689,0,0,0,0,0,3,1.0,,0,Romelle,0.0,130,False,,,4.5,606689.jpg,0.0,False,Donovan,0.1,False,,a,5,94,0,0,0,0,0,0.0,0.0,Donovan,241.0,2025-07-01,2006-11-30,False,p606689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,587,242,583,242,568,237,587,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,536,295,313,72,588,243,505,178,0.0,0.0,Brentford
True,True,,,628204,0,0,0,0,0,3,1.0,,0,Yunus Emre,0.0,131,False,,,4.5,628204.jpg,1.0,False,Konak,0.2,False,,a,5,94,10,0,0,0,0,0.0,2.2,Konak,219.0,2024-01-11,2006-01-10,False,p628204,53,0,0,0,2,0,0,0,0,0,0,0,30,8.0,4.5,3.0,1.2,0,0,0.15,0.00,0.15,1.79,367,172,353,174,338,173,375,176,,,,,,,0.25,0.0,0.0,0.25,3.04,3.4,545,301,322,78,366,168,422,136,0.0,0.0,Brentford
True,True,,,220695,0,0,0,0,0,3,1.0,,0,Paris,0.0,132,False,,,4.5,220695.jpg,1.0,False,Maghoma,0.1,False,,a,5,94,8,0,0,0,0,0.0,1.8,Maghoma,241.0,2020-08-01,2001-05-08,False,p220695,112,0,0,0,1,0,0,0,0,0,0,0,32,27.8,15.8,10.0,5.4,0,0,0.12,0.04,0.16,1.89,345,161,329,169,321,166,352,167,,,,,,,0.1,0.0,0.03,0.13,1.52,0.8,399,228,176,5,352,159,554,210,0.0,0.0,Brentford
True,True,,,450539,0,0,0,0,0,3,1.0,,0,Myles,0.0,133,False,,,4.5,450539.jpg,0.0,False,Peart-Harris,0.1,False,,a,5,94,0,0,0,0,0,0.0,0.0,Peart-Harris,241.0,2021-07-23,2002-09-18,False,p450539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,515,196,511,196,491,188,515,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,435,238,212,15,518,197,636,277,0.0,0.0,Brentford
True,True,,,591357,0,0,0,0,0,3,1.0,,0,Ryan,0.0,134,False,,,4.5,591357.jpg,1.0,False,Trevitt,0.1,False,,a,5,94,1,0,0,0,0,0.0,0.2,Trevitt,241.0,2024-01-08,2003-03-12,False,p591357,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0,0,0.00,0.00,0.00,0.00,381,179,377,184,563,233,385,182,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,529,291,306,68,363,166,602,249,0.0,0.0,Brentford
True,True,,,216646,0,0,0,0,0,4,2.4,,0,Yoane,0.0,135,False,,,7.5,216646.jpg,5.3,False,Wissa,7.6,False,,a,5,94,185,0,0,0,0,0.0,24.7,Wissa,50.0,2021-08-10,1996-09-03,False,p216646,2921,18,6,9,45,0,0,0,5,0,0,32,739,849.4,400.0,1181.0,242.4,0,34,18.58,2.20,20.77,45.12,19,4,92,5,5,3,12,4,,,,,4.0,,0.57,0.0,0.07,0.64,1.39,1.39,21,9,645,61,9,5,55,11,1.05,0.28,Brentford
True,True,,,502500,0,0,0,0,0,4,2.0,,0,Igor Thiago,0.0,136,False,,,6.0,502500.jpg,1.1,False,Nascimento Rodrigues,0.8,False,,a,5,94,9,0,0,0,0,0.0,1.5,Thiago,30.0,2024-07-01,2001-06-26,False,p502500,167,0,0,0,4,0,0,0,0,0,0,0,32,18.2,30.6,12.0,5.8,0,1,0.13,0.04,0.17,3.54,356,31,306,29,318,34,351,31,,,,,,,0.07,0.0,0.02,0.09,1.91,2.16,108,26,590,47,335,32,211,42,0.54,0.0,Brentford
True,True,,,533710,0,0,0,0,0,4,1.0,,0,Iwan,0.0,137,False,,,4.5,533710.jpg,0.0,False,Morgan,0.6,False,,a,5,94,0,0,0,0,0,0.0,0.0,Morgan,,,,False,p533710,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,551,41,547,41,530,41,551,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,489,57,266,8,553,42,248,46,0.0,0.0,Brentford
True,True,,,49262,0,0,0,0,0,1,2.3,,0,Jason,0.0,138,False,,,4.5,49262.jpg,4.5,False,Steele,0.4,False,,a,6,36,9,0,0,0,0,0.0,2.0,Steele,241.0,2018-07-01,1990-08-18,False,p49262,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,0,2,0.00,0.00,0.00,1.88,337,27,479,60,456,47,357,27,,,,,,,0.0,1.5,0.0,0.0,0.94,0.5,349,16,126,45,19,2,288,42,1.0,0.5,Brighton
